airfoil_name,coordinates,reynolds_number,angle_of_attack,lift_coefficient,drag_coefficient
S2048,"[(1.0, 0.0), (0.99671, 0.00045), (0.9871, 0.00196), (0.97174, 0.0047), (0.95126, 0.00855), (0.92617, 0.0132), (0.89683, 0.01825), (0.86343, 0.02345), (0.82623, 0.02877), (0.78572, 0.03418), (0.74243, 0.03954), (0.69691, 0.04467), (0.64968, 0.04934), (0.60115, 0.05332), (0.55171, 0.05649), (0.50176, 0.05879), (0.45172, 0.06025), (0.40212, 0.06093), (0.3535, 0.06086), (0.3064, 0.06004), (0.26132, 0.05849), (0.21878, 0.05621), (0.17925, 0.05318), (0.14319, 0.04935), (0.11087, 0.04457), (0.08232, 0.03887), (0.05765, 0.03256), (0.03715, 0.0259), (0.02106, 0.01905), (0.0095, 0.01218), (0.00249, 0.00552), (1e-05, -0.00028), (0.00307, -0.00506), (0.012, -0.00943), (0.02603, -0.01339), (0.04518, -0.01667), (0.06942, -0.01934), (0.09852, -0.02152), (0.1321, -0.02327), (0.16972, -0.02461), (0.21096, -0.02553), (0.25531, -0.026), (0.30225, -0.026), (0.35127, -0.02546), (0.40189, -0.02432), (0.45363, -0.0226), (0.50596, -0.0203), (0.55846, -0.01736), (0.61084, -0.01395), (0.6626, -0.01049), (0.71302, -0.00724), (0.76139, -0.00439), (0.807, -0.00208), (0.84914, -0.0004), (0.88712, 0.00067), (0.92036, 0.0012), (0.94833, 0.00127), (0.97059, 0.00102), (0.98681, 0.0006), (0.99669, 0.00018), (1.00001, 0.0)]",306300.0,1.16,0.464,0.0077
S2048,"[(1.0, 0.0), (0.99671, 0.00045), (0.9871, 0.00196), (0.97174, 0.0047), (0.95126, 0.00855), (0.92617, 0.0132), (0.89683, 0.01825), (0.86343, 0.02345), (0.82623, 0.02877), (0.78572, 0.03418), (0.74243, 0.03954), (0.69691, 0.04467), (0.64968, 0.04934), (0.60115, 0.05332), (0.55171, 0.05649), (0.50176, 0.05879), (0.45172, 0.06025), (0.40212, 0.06093), (0.3535, 0.06086), (0.3064, 0.06004), (0.26132, 0.05849), (0.21878, 0.05621), (0.17925, 0.05318), (0.14319, 0.04935), (0.11087, 0.04457), (0.08232, 0.03887), (0.05765, 0.03256), (0.03715, 0.0259), (0.02106, 0.01905), (0.0095, 0.01218), (0.00249, 0.00552), (1e-05, -0.00028), (0.00307, -0.00506), (0.012, -0.00943), (0.02603, -0.01339), (0.04518, -0.01667), (0.06942, -0.01934), (0.09852, -0.02152), (0.1321, -0.02327), (0.16972, -0.02461), (0.21096, -0.02553), (0.25531, -0.026), (0.30225, -0.026), (0.35127, -0.02546), (0.40189, -0.02432), (0.45363, -0.0226), (0.50596, -0.0203), (0.55846, -0.01736), (0.61084, -0.01395), (0.6626, -0.01049), (0.71302, -0.00724), (0.76139, -0.00439), (0.807, -0.00208), (0.84914, -0.0004), (0.88712, 0.00067), (0.92036, 0.0012), (0.94833, 0.00127), (0.97059, 0.00102), (0.98681, 0.0006), (0.99669, 0.00018), (1.00001, 0.0)]",306300.0,2.17,0.572,0.0085
S2048,"[(1.0, 0.0), (0.99671, 0.00045), (0.9871, 0.00196), (0.97174, 0.0047), (0.95126, 0.00855), (0.92617, 0.0132), (0.89683, 0.01825), (0.86343, 0.02345), (0.82623, 0.02877), (0.78572, 0.03418), (0.74243, 0.03954), (0.69691, 0.04467), (0.64968, 0.04934), (0.60115, 0.05332), (0.55171, 0.05649), (0.50176, 0.05879), (0.45172, 0.06025), (0.40212, 0.06093), (0.3535, 0.06086), (0.3064, 0.06004), (0.26132, 0.05849), (0.21878, 0.05621), (0.17925, 0.05318), (0.14319, 0.04935), (0.11087, 0.04457), (0.08232, 0.03887), (0.05765, 0.03256), (0.03715, 0.0259), (0.02106, 0.01905), (0.0095, 0.01218), (0.00249, 0.00552), (1e-05, -0.00028), (0.00307, -0.00506), (0.012, -0.00943), (0.02603, -0.01339), (0.04518, -0.01667), (0.06942, -0.01934), (0.09852, -0.02152), (0.1321, -0.02327), (0.16972, -0.02461), (0.21096, -0.02553), (0.25531, -0.026), (0.30225, -0.026), (0.35127, -0.02546), (0.40189, -0.02432), (0.45363, -0.0226), (0.50596, -0.0203), (0.55846, -0.01736), (0.61084, -0.01395), (0.6626, -0.01049), (0.71302, -0.00724), (0.76139, -0.00439), (0.807, -0.00208), (0.84914, -0.0004), (0.88712, 0.00067), (0.92036, 0.0012), (0.94833, 0.00127), (0.97059, 0.00102), (0.98681, 0.0006), (0.99669, 0.00018), (1.00001, 0.0)]",306300.0,3.21,0.667,0.0105
S2048,"[(1.0, 0.0), (0.99671, 0.00045), (0.9871, 0.00196), (0.97174, 0.0047), (0.95126, 0.00855), (0.92617, 0.0132), (0.89683, 0.01825), (0.86343, 0.02345), (0.82623, 0.02877), (0.78572, 0.03418), (0.74243, 0.03954), (0.69691, 0.04467), (0.64968, 0.04934), (0.60115, 0.05332), (0.55171, 0.05649), (0.50176, 0.05879), (0.45172, 0.06025), (0.40212, 0.06093), (0.3535, 0.06086), (0.3064, 0.06004), (0.26132, 0.05849), (0.21878, 0.05621), (0.17925, 0.05318), (0.14319, 0.04935), (0.11087, 0.04457), (0.08232, 0.03887), (0.05765, 0.03256), (0.03715, 0.0259), (0.02106, 0.01905), (0.0095, 0.01218), (0.00249, 0.00552), (1e-05, -0.00028), (0.00307, -0.00506), (0.012, -0.00943), (0.02603, -0.01339), (0.04518, -0.01667), (0.06942, -0.01934), (0.09852, -0.02152), (0.1321, -0.02327), (0.16972, -0.02461), (0.21096, -0.02553), (0.25531, -0.026), (0.30225, -0.026), (0.35127, -0.02546), (0.40189, -0.02432), (0.45363, -0.0226), (0.50596, -0.0203), (0.55846, -0.01736), (0.61084, -0.01395), (0.6626, -0.01049), (0.71302, -0.00724), (0.76139, -0.00439), (0.807, -0.00208), (0.84914, -0.0004), (0.88712, 0.00067), (0.92036, 0.0012), (0.94833, 0.00127), (0.97059, 0.00102), (0.98681, 0.0006), (0.99669, 0.00018), (1.00001, 0.0)]",306300.0,4.25,0.758,0.0125
S2048,"[(1.0, 0.0), (0.99671, 0.00045), (0.9871, 0.00196), (0.97174, 0.0047), (0.95126, 0.00855), (0.92617, 0.0132), (0.89683, 0.01825), (0.86343, 0.02345), (0.82623, 0.02877), (0.78572, 0.03418), (0.74243, 0.03954), (0.69691, 0.04467), (0.64968, 0.04934), (0.60115, 0.05332), (0.55171, 0.05649), (0.50176, 0.05879), (0.45172, 0.06025), (0.40212, 0.06093), (0.3535, 0.06086), (0.3064, 0.06004), (0.26132, 0.05849), (0.21878, 0.05621), (0.17925, 0.05318), (0.14319, 0.04935), (0.11087, 0.04457), (0.08232, 0.03887), (0.05765, 0.03256), (0.03715, 0.0259), (0.02106, 0.01905), (0.0095, 0.01218), (0.00249, 0.00552), (1e-05, -0.00028), (0.00307, -0.00506), (0.012, -0.00943), (0.02603, -0.01339), (0.04518, -0.01667), (0.06942, -0.01934), (0.09852, -0.02152), (0.1321, -0.02327), (0.16972, -0.02461), (0.21096, -0.02553), (0.25531, -0.026), (0.30225, -0.026), (0.35127, -0.02546), (0.40189, -0.02432), (0.45363, -0.0226), (0.50596, -0.0203), (0.55846, -0.01736), (0.61084, -0.01395), (0.6626, -0.01049), (0.71302, -0.00724), (0.76139, -0.00439), (0.807, -0.00208), (0.84914, -0.0004), (0.88712, 0.00067), (0.92036, 0.0012), (0.94833, 0.00127), (0.97059, 0.00102), (0.98681, 0.0006), (0.99669, 0.00018), (1.00001, 0.0)]",306300.0,5.27,0.839,0.0151
S2048,"[(1.0, 0.0), (0.99671, 0.00045), (0.9871, 0.00196), (0.97174, 0.0047), (0.95126, 0.00855), (0.92617, 0.0132), (0.89683, 0.01825), (0.86343, 0.02345), (0.82623, 0.02877), (0.78572, 0.03418), (0.74243, 0.03954), (0.69691, 0.04467), (0.64968, 0.04934), (0.60115, 0.05332), (0.55171, 0.05649), (0.50176, 0.05879), (0.45172, 0.06025), (0.40212, 0.06093), (0.3535, 0.06086), (0.3064, 0.06004), (0.26132, 0.05849), (0.21878, 0.05621), (0.17925, 0.05318), (0.14319, 0.04935), (0.11087, 0.04457), (0.08232, 0.03887), (0.05765, 0.03256), (0.03715, 0.0259), (0.02106, 0.01905), (0.0095, 0.01218), (0.00249, 0.00552), (1e-05, -0.00028), (0.00307, -0.00506), (0.012, -0.00943), (0.02603, -0.01339), (0.04518, -0.01667), (0.06942, -0.01934), (0.09852, -0.02152), (0.1321, -0.02327), (0.16972, -0.02461), (0.21096, -0.02553), (0.25531, -0.026), (0.30225, -0.026), (0.35127, -0.02546), (0.40189, -0.02432), (0.45363, -0.0226), (0.50596, -0.0203), (0.55846, -0.01736), (0.61084, -0.01395), (0.6626, -0.01049), (0.71302, -0.00724), (0.76139, -0.00439), (0.807, -0.00208), (0.84914, -0.0004), (0.88712, 0.00067), (0.92036, 0.0012), (0.94833, 0.00127), (0.97059, 0.00102), (0.98681, 0.0006), (0.99669, 0.00018), (1.00001, 0.0)]",306300.0,6.26,0.908,0.0189
S2048,"[(1.0, 0.0), (0.99671, 0.00045), (0.9871, 0.00196), (0.97174, 0.0047), (0.95126, 0.00855), (0.92617, 0.0132), (0.89683, 0.01825), (0.86343, 0.02345), (0.82623, 0.02877), (0.78572, 0.03418), (0.74243, 0.03954), (0.69691, 0.04467), (0.64968, 0.04934), (0.60115, 0.05332), (0.55171, 0.05649), (0.50176, 0.05879), (0.45172, 0.06025), (0.40212, 0.06093), (0.3535, 0.06086), (0.3064, 0.06004), (0.26132, 0.05849), (0.21878, 0.05621), (0.17925, 0.05318), (0.14319, 0.04935), (0.11087, 0.04457), (0.08232, 0.03887), (0.05765, 0.03256), (0.03715, 0.0259), (0.02106, 0.01905), (0.0095, 0.01218), (0.00249, 0.00552), (1e-05, -0.00028), (0.00307, -0.00506), (0.012, -0.00943), (0.02603, -0.01339), (0.04518, -0.01667), (0.06942, -0.01934), (0.09852, -0.02152), (0.1321, -0.02327), (0.16972, -0.02461), (0.21096, -0.02553), (0.25531, -0.026), (0.30225, -0.026), (0.35127, -0.02546), (0.40189, -0.02432), (0.45363, -0.0226), (0.50596, -0.0203), (0.55846, -0.01736), (0.61084, -0.01395), (0.6626, -0.01049), (0.71302, -0.00724), (0.76139, -0.00439), (0.807, -0.00208), (0.84914, -0.0004), (0.88712, 0.00067), (0.92036, 0.0012), (0.94833, 0.00127), (0.97059, 0.00102), (0.98681, 0.0006), (0.99669, 0.00018), (1.00001, 0.0)]",306300.0,7.3,0.974,0.023
S2048,"[(1.0, 0.0), (0.99671, 0.00045), (0.9871, 0.00196), (0.97174, 0.0047), (0.95126, 0.00855), (0.92617, 0.0132), (0.89683, 0.01825), (0.86343, 0.02345), (0.82623, 0.02877), (0.78572, 0.03418), (0.74243, 0.03954), (0.69691, 0.04467), (0.64968, 0.04934), (0.60115, 0.05332), (0.55171, 0.05649), (0.50176, 0.05879), (0.45172, 0.06025), (0.40212, 0.06093), (0.3535, 0.06086), (0.3064, 0.06004), (0.26132, 0.05849), (0.21878, 0.05621), (0.17925, 0.05318), (0.14319, 0.04935), (0.11087, 0.04457), (0.08232, 0.03887), (0.05765, 0.03256), (0.03715, 0.0259), (0.02106, 0.01905), (0.0095, 0.01218), (0.00249, 0.00552), (1e-05, -0.00028), (0.00307, -0.00506), (0.012, -0.00943), (0.02603, -0.01339), (0.04518, -0.01667), (0.06942, -0.01934), (0.09852, -0.02152), (0.1321, -0.02327), (0.16972, -0.02461), (0.21096, -0.02553), (0.25531, -0.026), (0.30225, -0.026), (0.35127, -0.02546), (0.40189, -0.02432), (0.45363, -0.0226), (0.50596, -0.0203), (0.55846, -0.01736), (0.61084, -0.01395), (0.6626, -0.01049), (0.71302, -0.00724), (0.76139, -0.00439), (0.807, -0.00208), (0.84914, -0.0004), (0.88712, 0.00067), (0.92036, 0.0012), (0.94833, 0.00127), (0.97059, 0.00102), (0.98681, 0.0006), (0.99669, 0.00018), (1.00001, 0.0)]",306300.0,8.3,1.025,0.0285
S2048,"[(1.0, 0.0), (0.99671, 0.00045), (0.9871, 0.00196), (0.97174, 0.0047), (0.95126, 0.00855), (0.92617, 0.0132), (0.89683, 0.01825), (0.86343, 0.02345), (0.82623, 0.02877), (0.78572, 0.03418), (0.74243, 0.03954), (0.69691, 0.04467), (0.64968, 0.04934), (0.60115, 0.05332), (0.55171, 0.05649), (0.50176, 0.05879), (0.45172, 0.06025), (0.40212, 0.06093), (0.3535, 0.06086), (0.3064, 0.06004), (0.26132, 0.05849), (0.21878, 0.05621), (0.17925, 0.05318), (0.14319, 0.04935), (0.11087, 0.04457), (0.08232, 0.03887), (0.05765, 0.03256), (0.03715, 0.0259), (0.02106, 0.01905), (0.0095, 0.01218), (0.00249, 0.00552), (1e-05, -0.00028), (0.00307, -0.00506), (0.012, -0.00943), (0.02603, -0.01339), (0.04518, -0.01667), (0.06942, -0.01934), (0.09852, -0.02152), (0.1321, -0.02327), (0.16972, -0.02461), (0.21096, -0.02553), (0.25531, -0.026), (0.30225, -0.026), (0.35127, -0.02546), (0.40189, -0.02432), (0.45363, -0.0226), (0.50596, -0.0203), (0.55846, -0.01736), (0.61084, -0.01395), (0.6626, -0.01049), (0.71302, -0.00724), (0.76139, -0.00439), (0.807, -0.00208), (0.84914, -0.0004), (0.88712, 0.00067), (0.92036, 0.0012), (0.94833, 0.00127), (0.97059, 0.00102), (0.98681, 0.0006), (0.99669, 0.00018), (1.00001, 0.0)]",306300.0,9.29,1.059,0.0399
S2048,"[(1.0, 0.0), (0.99671, 0.00045), (0.9871, 0.00196), (0.97174, 0.0047), (0.95126, 0.00855), (0.92617, 0.0132), (0.89683, 0.01825), (0.86343, 0.02345), (0.82623, 0.02877), (0.78572, 0.03418), (0.74243, 0.03954), (0.69691, 0.04467), (0.64968, 0.04934), (0.60115, 0.05332), (0.55171, 0.05649), (0.50176, 0.05879), (0.45172, 0.06025), (0.40212, 0.06093), (0.3535, 0.06086), (0.3064, 0.06004), (0.26132, 0.05849), (0.21878, 0.05621), (0.17925, 0.05318), (0.14319, 0.04935), (0.11087, 0.04457), (0.08232, 0.03887), (0.05765, 0.03256), (0.03715, 0.0259), (0.02106, 0.01905), (0.0095, 0.01218), (0.00249, 0.00552), (1e-05, -0.00028), (0.00307, -0.00506), (0.012, -0.00943), (0.02603, -0.01339), (0.04518, -0.01667), (0.06942, -0.01934), (0.09852, -0.02152), (0.1321, -0.02327), (0.16972, -0.02461), (0.21096, -0.02553), (0.25531, -0.026), (0.30225, -0.026), (0.35127, -0.02546), (0.40189, -0.02432), (0.45363, -0.0226), (0.50596, -0.0203), (0.55846, -0.01736), (0.61084, -0.01395), (0.6626, -0.01049), (0.71302, -0.00724), (0.76139, -0.00439), (0.807, -0.00208), (0.84914, -0.0004), (0.88712, 0.00067), (0.92036, 0.0012), (0.94833, 0.00127), (0.97059, 0.00102), (0.98681, 0.0006), (0.99669, 0.00018), (1.00001, 0.0)]",306300.0,10.36,1.05,0.0968
S2055,"[(1.0, 0.0), (0.9967, 0.00037), (0.98702, 0.00164), (0.9715, 0.004), (0.95075, 0.00738), (0.92529, 0.01151), (0.89548, 0.01607), (0.86156, 0.02081), (0.82383, 0.02571), (0.78279, 0.03074), (0.73898, 0.03577), (0.69297, 0.04061), (0.64527, 0.04504), (0.59634, 0.04884), (0.54654, 0.05187), (0.49629, 0.05408), (0.44602, 0.05552), (0.39625, 0.05623), (0.34755, 0.05624), (0.30044, 0.05557), (0.25546, 0.0542), (0.2131, 0.05215), (0.17385, 0.04939), (0.13818, 0.04585), (0.10633, 0.04135), (0.0783, 0.03594), (0.05421, 0.02992), (0.03433, 0.02356), (0.0189, 0.01704), (0.00803, 0.01051), (0.00174, 0.00423), (0.00012, -0.00101), (0.00403, -0.00537), (0.01374, -0.00952), (0.02855, -0.01321), (0.04846, -0.0162), (0.07349, -0.01855), (0.10338, -0.02043), (0.13776, -0.02187), (0.17622, -0.02292), (0.21835, -0.02358), (0.26365, -0.0239), (0.31161, -0.02387), (0.36169, -0.02354), (0.41332, -0.02293), (0.46591, -0.02205), (0.51885, -0.02092), (0.57154, -0.01955), (0.62337, -0.01794), (0.67376, -0.01604), (0.72225, -0.0138), (0.76843, -0.0113), (0.81187, -0.0087), (0.8521, -0.00617), (0.88861, -0.00389), (0.92087, -0.00205), (0.94834, -0.00075), (0.97046, -3e-05), (0.98671, 0.00019), (0.99666, 9e-05), (1.00001, 0.0)]",103100.0,-3.95,-0.239,0.0217
S2055,"[(1.0, 0.0), (0.9967, 0.00037), (0.98702, 0.00164), (0.9715, 0.004), (0.95075, 0.00738), (0.92529, 0.01151), (0.89548, 0.01607), (0.86156, 0.02081), (0.82383, 0.02571), (0.78279, 0.03074), (0.73898, 0.03577), (0.69297, 0.04061), (0.64527, 0.04504), (0.59634, 0.04884), (0.54654, 0.05187), (0.49629, 0.05408), (0.44602, 0.05552), (0.39625, 0.05623), (0.34755, 0.05624), (0.30044, 0.05557), (0.25546, 0.0542), (0.2131, 0.05215), (0.17385, 0.04939), (0.13818, 0.04585), (0.10633, 0.04135), (0.0783, 0.03594), (0.05421, 0.02992), (0.03433, 0.02356), (0.0189, 0.01704), (0.00803, 0.01051), (0.00174, 0.00423), (0.00012, -0.00101), (0.00403, -0.00537), (0.01374, -0.00952), (0.02855, -0.01321), (0.04846, -0.0162), (0.07349, -0.01855), (0.10338, -0.02043), (0.13776, -0.02187), (0.17622, -0.02292), (0.21835, -0.02358), (0.26365, -0.0239), (0.31161, -0.02387), (0.36169, -0.02354), (0.41332, -0.02293), (0.46591, -0.02205), (0.51885, -0.02092), (0.57154, -0.01955), (0.62337, -0.01794), (0.67376, -0.01604), (0.72225, -0.0138), (0.76843, -0.0113), (0.81187, -0.0087), (0.8521, -0.00617), (0.88861, -0.00389), (0.92087, -0.00205), (0.94834, -0.00075), (0.97046, -3e-05), (0.98671, 0.00019), (0.99666, 9e-05), (1.00001, 0.0)]",103100.0,-2.44,-0.113,0.014
S2055,"[(1.0, 0.0), (0.9967, 0.00037), (0.98702, 0.00164), (0.9715, 0.004), (0.95075, 0.00738), (0.92529, 0.01151), (0.89548, 0.01607), (0.86156, 0.02081), (0.82383, 0.02571), (0.78279, 0.03074), (0.73898, 0.03577), (0.69297, 0.04061), (0.64527, 0.04504), (0.59634, 0.04884), (0.54654, 0.05187), (0.49629, 0.05408), (0.44602, 0.05552), (0.39625, 0.05623), (0.34755, 0.05624), (0.30044, 0.05557), (0.25546, 0.0542), (0.2131, 0.05215), (0.17385, 0.04939), (0.13818, 0.04585), (0.10633, 0.04135), (0.0783, 0.03594), (0.05421, 0.02992), (0.03433, 0.02356), (0.0189, 0.01704), (0.00803, 0.01051), (0.00174, 0.00423), (0.00012, -0.00101), (0.00403, -0.00537), (0.01374, -0.00952), (0.02855, -0.01321), (0.04846, -0.0162), (0.07349, -0.01855), (0.10338, -0.02043), (0.13776, -0.02187), (0.17622, -0.02292), (0.21835, -0.02358), (0.26365, -0.0239), (0.31161, -0.02387), (0.36169, -0.02354), (0.41332, -0.02293), (0.46591, -0.02205), (0.51885, -0.02092), (0.57154, -0.01955), (0.62337, -0.01794), (0.67376, -0.01604), (0.72225, -0.0138), (0.76843, -0.0113), (0.81187, -0.0087), (0.8521, -0.00617), (0.88861, -0.00389), (0.92087, -0.00205), (0.94834, -0.00075), (0.97046, -3e-05), (0.98671, 0.00019), (0.99666, 9e-05), (1.00001, 0.0)]",103100.0,-0.9,0.016,0.011
S2055,"[(1.0, 0.0), (0.9967, 0.00037), (0.98702, 0.00164), (0.9715, 0.004), (0.95075, 0.00738), (0.92529, 0.01151), (0.89548, 0.01607), (0.86156, 0.02081), (0.82383, 0.02571), (0.78279, 0.03074), (0.73898, 0.03577), (0.69297, 0.04061), (0.64527, 0.04504), (0.59634, 0.04884), (0.54654, 0.05187), (0.49629, 0.05408), (0.44602, 0.05552), (0.39625, 0.05623), (0.34755, 0.05624), (0.30044, 0.05557), (0.25546, 0.0542), (0.2131, 0.05215), (0.17385, 0.04939), (0.13818, 0.04585), (0.10633, 0.04135), (0.0783, 0.03594), (0.05421, 0.02992), (0.03433, 0.02356), (0.0189, 0.01704), (0.00803, 0.01051), (0.00174, 0.00423), (0.00012, -0.00101), (0.00403, -0.00537), (0.01374, -0.00952), (0.02855, -0.01321), (0.04846, -0.0162), (0.07349, -0.01855), (0.10338, -0.02043), (0.13776, -0.02187), (0.17622, -0.02292), (0.21835, -0.02358), (0.26365, -0.0239), (0.31161, -0.02387), (0.36169, -0.02354), (0.41332, -0.02293), (0.46591, -0.02205), (0.51885, -0.02092), (0.57154, -0.01955), (0.62337, -0.01794), (0.67376, -0.01604), (0.72225, -0.0138), (0.76843, -0.0113), (0.81187, -0.0087), (0.8521, -0.00617), (0.88861, -0.00389), (0.92087, -0.00205), (0.94834, -0.00075), (0.97046, -3e-05), (0.98671, 0.00019), (0.99666, 9e-05), (1.00001, 0.0)]",103100.0,0.63,0.225,0.0141
S2055,"[(1.0, 0.0), (0.9967, 0.00037), (0.98702, 0.00164), (0.9715, 0.004), (0.95075, 0.00738), (0.92529, 0.01151), (0.89548, 0.01607), (0.86156, 0.02081), (0.82383, 0.02571), (0.78279, 0.03074), (0.73898, 0.03577), (0.69297, 0.04061), (0.64527, 0.04504), (0.59634, 0.04884), (0.54654, 0.05187), (0.49629, 0.05408), (0.44602, 0.05552), (0.39625, 0.05623), (0.34755, 0.05624), (0.30044, 0.05557), (0.25546, 0.0542), (0.2131, 0.05215), (0.17385, 0.04939), (0.13818, 0.04585), (0.10633, 0.04135), (0.0783, 0.03594), (0.05421, 0.02992), (0.03433, 0.02356), (0.0189, 0.01704), (0.00803, 0.01051), (0.00174, 0.00423), (0.00012, -0.00101), (0.00403, -0.00537), (0.01374, -0.00952), (0.02855, -0.01321), (0.04846, -0.0162), (0.07349, -0.01855), (0.10338, -0.02043), (0.13776, -0.02187), (0.17622, -0.02292), (0.21835, -0.02358), (0.26365, -0.0239), (0.31161, -0.02387), (0.36169, -0.02354), (0.41332, -0.02293), (0.46591, -0.02205), (0.51885, -0.02092), (0.57154, -0.01955), (0.62337, -0.01794), (0.67376, -0.01604), (0.72225, -0.0138), (0.76843, -0.0113), (0.81187, -0.0087), (0.8521, -0.00617), (0.88861, -0.00389), (0.92087, -0.00205), (0.94834, -0.00075), (0.97046, -3e-05), (0.98671, 0.00019), (0.99666, 9e-05), (1.00001, 0.0)]",103100.0,2.18,0.453,0.0151
S2055,"[(1.0, 0.0), (0.9967, 0.00037), (0.98702, 0.00164), (0.9715, 0.004), (0.95075, 0.00738), (0.92529, 0.01151), (0.89548, 0.01607), (0.86156, 0.02081), (0.82383, 0.02571), (0.78279, 0.03074), (0.73898, 0.03577), (0.69297, 0.04061), (0.64527, 0.04504), (0.59634, 0.04884), (0.54654, 0.05187), (0.49629, 0.05408), (0.44602, 0.05552), (0.39625, 0.05623), (0.34755, 0.05624), (0.30044, 0.05557), (0.25546, 0.0542), (0.2131, 0.05215), (0.17385, 0.04939), (0.13818, 0.04585), (0.10633, 0.04135), (0.0783, 0.03594), (0.05421, 0.02992), (0.03433, 0.02356), (0.0189, 0.01704), (0.00803, 0.01051), (0.00174, 0.00423), (0.00012, -0.00101), (0.00403, -0.00537), (0.01374, -0.00952), (0.02855, -0.01321), (0.04846, -0.0162), (0.07349, -0.01855), (0.10338, -0.02043), (0.13776, -0.02187), (0.17622, -0.02292), (0.21835, -0.02358), (0.26365, -0.0239), (0.31161, -0.02387), (0.36169, -0.02354), (0.41332, -0.02293), (0.46591, -0.02205), (0.51885, -0.02092), (0.57154, -0.01955), (0.62337, -0.01794), (0.67376, -0.01604), (0.72225, -0.0138), (0.76843, -0.0113), (0.81187, -0.0087), (0.8521, -0.00617), (0.88861, -0.00389), (0.92087, -0.00205), (0.94834, -0.00075), (0.97046, -3e-05), (0.98671, 0.00019), (0.99666, 9e-05), (1.00001, 0.0)]",103100.0,3.72,0.604,0.0131
S2055,"[(1.0, 0.0), (0.9967, 0.00037), (0.98702, 0.00164), (0.9715, 0.004), (0.95075, 0.00738), (0.92529, 0.01151), (0.89548, 0.01607), (0.86156, 0.02081), (0.82383, 0.02571), (0.78279, 0.03074), (0.73898, 0.03577), (0.69297, 0.04061), (0.64527, 0.04504), (0.59634, 0.04884), (0.54654, 0.05187), (0.49629, 0.05408), (0.44602, 0.05552), (0.39625, 0.05623), (0.34755, 0.05624), (0.30044, 0.05557), (0.25546, 0.0542), (0.2131, 0.05215), (0.17385, 0.04939), (0.13818, 0.04585), (0.10633, 0.04135), (0.0783, 0.03594), (0.05421, 0.02992), (0.03433, 0.02356), (0.0189, 0.01704), (0.00803, 0.01051), (0.00174, 0.00423), (0.00012, -0.00101), (0.00403, -0.00537), (0.01374, -0.00952), (0.02855, -0.01321), (0.04846, -0.0162), (0.07349, -0.01855), (0.10338, -0.02043), (0.13776, -0.02187), (0.17622, -0.02292), (0.21835, -0.02358), (0.26365, -0.0239), (0.31161, -0.02387), (0.36169, -0.02354), (0.41332, -0.02293), (0.46591, -0.02205), (0.51885, -0.02092), (0.57154, -0.01955), (0.62337, -0.01794), (0.67376, -0.01604), (0.72225, -0.0138), (0.76843, -0.0113), (0.81187, -0.0087), (0.8521, -0.00617), (0.88861, -0.00389), (0.92087, -0.00205), (0.94834, -0.00075), (0.97046, -3e-05), (0.98671, 0.00019), (0.99666, 9e-05), (1.00001, 0.0)]",103100.0,5.25,0.722,0.0144
S2055,"[(1.0, 0.0), (0.9967, 0.00037), (0.98702, 0.00164), (0.9715, 0.004), (0.95075, 0.00738), (0.92529, 0.01151), (0.89548, 0.01607), (0.86156, 0.02081), (0.82383, 0.02571), (0.78279, 0.03074), (0.73898, 0.03577), (0.69297, 0.04061), (0.64527, 0.04504), (0.59634, 0.04884), (0.54654, 0.05187), (0.49629, 0.05408), (0.44602, 0.05552), (0.39625, 0.05623), (0.34755, 0.05624), (0.30044, 0.05557), (0.25546, 0.0542), (0.2131, 0.05215), (0.17385, 0.04939), (0.13818, 0.04585), (0.10633, 0.04135), (0.0783, 0.03594), (0.05421, 0.02992), (0.03433, 0.02356), (0.0189, 0.01704), (0.00803, 0.01051), (0.00174, 0.00423), (0.00012, -0.00101), (0.00403, -0.00537), (0.01374, -0.00952), (0.02855, -0.01321), (0.04846, -0.0162), (0.07349, -0.01855), (0.10338, -0.02043), (0.13776, -0.02187), (0.17622, -0.02292), (0.21835, -0.02358), (0.26365, -0.0239), (0.31161, -0.02387), (0.36169, -0.02354), (0.41332, -0.02293), (0.46591, -0.02205), (0.51885, -0.02092), (0.57154, -0.01955), (0.62337, -0.01794), (0.67376, -0.01604), (0.72225, -0.0138), (0.76843, -0.0113), (0.81187, -0.0087), (0.8521, -0.00617), (0.88861, -0.00389), (0.92087, -0.00205), (0.94834, -0.00075), (0.97046, -3e-05), (0.98671, 0.00019), (0.99666, 9e-05), (1.00001, 0.0)]",103100.0,6.78,0.827,0.0197
